LAMMPS data file via write_data, version 2 Aug 2023, timestep = 2910862, units = metal

3000 atoms
3 atom types

0 38.44 xlo xhi
0 38.44 ylo yhi
0 38.44 zlo zhi

Masses

1 32.065
2 28.085
3 6.941

Pair Coeffs # buck/coul/long

1 110000 0.284 1000
2 2.07988e+06 0.072 0
3 7.02015e+06 0.08 0

Atoms # charge

70 1 -1.2 8.584631015298012 6.180471288694358 4.3090332256637796 0 0 0
156 1 -1.2 7.277212070718824 3.5071298513076408 2.425813243099328 0 0 0
642 1 -1.2 3.5711462697277248 4.836008954541004 6.496091577357324 0 0 0
733 1 -1.2 6.793034243702762 3.6474077591441487 5.8161863340375515 0 0 0
887 1 -1.2 1.7458612752957845 5.35812037742206 3.630456066206362 0 0 0
1259 1 -1.2 2.7122778204871185 8.017506073970855 5.425428730679694 0 0 0
1556 1 -1.2 5.313079203172941 6.037247609522136 3.294641095009651 0 0 0
1591 1 -1.2 3.334179390064189 8.441273814948664 1.8481075414509003 0 0 0
1665 1 -1.2 4.271994876213818 2.8182036404479223 3.6253576746023928 0 0 0
1716 2 2.4 5.892403470126736 4.128566343078583 3.8710131758335398 0 0 0
2016 2 2.4 7.289546722630463 3.054694880593624 7.770613252537158 0 0 0
593 1 -1.2 1.8327584873741314 1.6805876214542956 8.020383788488205 0 0 0
189 1 -1.2 6.329270583752764 7.395436202383231 6.7854002512774185 0 0 0
1983 2 2.4 2.141075432867972 6.057773644360753 5.621312732938609 1 0 0
96 1 -1.2 5.448426293572939 2.5614310661997273 8.793583319332695 0 0 0
1820 2 2.4 5.501952395881691 7.415598920872694 8.760785856044977 0 0 0
850 1 -1.2 7.762239594827247 4.835199961008957 8.890317911518515 0 0 0
1594 1 -1.2 1.1536341470300246 2.790947741124503 1.275027229629099 0 0 0
1648 1 -1.2 1.0405342435064262 1.7764019397171233 4.699637344921244 0 0 0
2184 2 2.4 2.9471267582945253 1.2115914525556455 3.81451115630735 0 1 0
822 1 -1.2 8.935842308918714 8.310436596540848 1.8599858809968217 0 0 0
1675 1 -1.2 3.9974747481234716 8.940127199470542 8.797557114313545 0 0 0
2387 2 2.4 0.43673855091515773 4.496630198577391 2.199400652536619 1 0 0
1968 2 2.4 8.177400015142473 8.138953505296206 3.7905851978785368 0 0 0
2958 3 0.6 3.799123453820175 2.4273626394468235 6.889272112745096 1 1 0
1168 1 -1.2 6.251509692901085 9.14678997100408 3.5145759132300127 0 0 0
2273 2 2.4 4.493293172753791 6.608100485899777 1.3532336242381098 0 0 0
250 1 -1.2 9.155084334045808 2.196645896313623 7.891972146559097 0 0 0
916 1 -1.2 0.62252266580396 8.86815060095424 8.459912600344849 0 0 0
2872 3 0.6 5.0459867473402795 7.689123075328346 4.891477215364228 0 0 1
2406 3 0.6 1.3166491997321967 7.613631158920014 2.694201730036954 0 1 0
206 1 -1.2 3.910818000419576 4.79126075714497 0.6349429415804703 0 0 0
613 1 -1.2 9.073130361299949 9.322633457253351 5.232458883669528 0 0 0
2711 3 0.6 8.390986894372576 6.12400791970842 6.775808649349489 0 0 1
1786 2 2.4 7.3801906727521445 2.8166779466878715 0.4515941995975844 0 0 0
2525 3 0.6 2.4088649301450573 4.160014900182363 8.505000939596096 0 0 0
2889 3 0.6 7.524246977320423 1.6170237642160539 4.396874007363695 0 0 1
2851 3 0.6 8.144546966498849 5.8676706398193685 1.227603110689302 0 0 1
2894 3 0.6 1.2557462336399228 6.5011425769875615 9.009924774503004 1 1 0
1179 1 -1.2 0.23017708997696248 6.124381034616314 0.6964381913671139 1 0 0
1437 1 -1.2 0.408071975045436 5.8065659410312325 6.70881968763319 0 0 0
1024 1 -1.2 3.7300984854370935 0.18693027646025742 5.519460392639595 0 0 0
2985 3 0.6 3.39899842449583 2.4828848368054963 0.5941596431267946 0 1 1
500 1 -1.2 6.7876333419351464 0.08628722307425192 2.8643025925018533 0 0 0
1749 2 2.4 0.3355338314800678 1.2942553155776857 6.645107765157091 1 0 0
2541 3 0.6 9.816802680989323 1.9240983888369465 2.5469316329393883 0 1 0
2815 3 0.6 17.88453886011854 8.67380115301499 7.025935719378384 0 0 0
2690 3 0.6 10.371494972644 4.730183170613583 3.425067065123717 0 0 0
1426 1 -1.2 9.935187260534777 1.388473490624857 4.881608651563007 0 1 0
